pollster_id,pollster,methodology,numeric_grade,pollscore,sample_size,pct,party,answer
1528,AtlasIntel,Online Ad,2.7,-0.8,1411,49.5,1,1
1528,AtlasIntel,Online Ad,2.7,-0.8,1411,1.3,NA,NA
1528,AtlasIntel,Online Ad,2.7,-0.8,1411,0.2,NA,NA
1528,AtlasIntel,Online Ad,2.7,-0.8,1411,0.2,NA,NA
1528,AtlasIntel,Online Ad,2.7,-0.8,1411,48.4,0,0
1528,AtlasIntel,Online Ad,2.7,-0.8,1411,50.1,1,1
1528,AtlasIntel,Online Ad,2.7,-0.8,1529,46.8,0,0
1528,AtlasIntel,Online Ad,2.7,-0.8,1529,49.6,1,1
1528,AtlasIntel,Online Ad,2.7,-0.8,1529,1.1,NA,NA
1528,AtlasIntel,Online Ad,2.7,-0.8,1529,0.7,NA,NA
1528,AtlasIntel,Online Ad,2.7,-0.8,1529,0.2,NA,NA
1528,AtlasIntel,Online Ad,2.7,-0.8,1529,0.1,NA,NA
1528,AtlasIntel,Online Ad,2.7,-0.8,1529,47.3,0,0
1528,AtlasIntel,Online Ad,2.7,-0.8,1529,50.2,1,1
1528,AtlasIntel,Online Ad,2.7,-0.8,1171,48.1,0,0
1528,AtlasIntel,Online Ad,2.7,-0.8,1171,48.4,1,1
1528,AtlasIntel,Online Ad,2.7,-0.8,1171,1.7,NA,NA
1528,AtlasIntel,Online Ad,2.7,-0.8,1171,0,NA,NA
1528,AtlasIntel,Online Ad,2.7,-0.8,1171,48.4,0,0
1528,AtlasIntel,Online Ad,2.7,-0.8,1171,48.3,1,1
1528,AtlasIntel,Online Ad,2.7,-0.8,1674,49.5,0,0
1528,AtlasIntel,Online Ad,2.7,-0.8,1674,48.8,1,1
1528,AtlasIntel,Online Ad,2.7,-0.8,1674,1.1,NA,NA
1528,AtlasIntel,Online Ad,2.7,-0.8,1674,0.1,NA,NA
1528,AtlasIntel,Online Ad,2.7,-0.8,1674,0.1,NA,NA
1528,AtlasIntel,Online Ad,2.7,-0.8,1674,50.5,0,0
1528,AtlasIntel,Online Ad,2.7,-0.8,1674,48.8,1,1
1528,AtlasIntel,Online Ad,2.7,-0.8,2048,46.5,0,0
1528,AtlasIntel,Online Ad,2.7,-0.8,2048,49.8,1,1
1528,AtlasIntel,Online Ad,2.7,-0.8,2048,1.9,NA,NA
1528,AtlasIntel,Online Ad,2.7,-0.8,2048,0.5,NA,NA
1528,AtlasIntel,Online Ad,2.7,-0.8,2048,47.4,0,0
1528,AtlasIntel,Online Ad,2.7,-0.8,2048,49.9,1,1
1528,AtlasIntel,Online Ad,2.7,-0.8,932,48.9,0,0
1528,AtlasIntel,Online Ad,2.7,-0.8,932,48.2,1,1
1528,AtlasIntel,Online Ad,2.7,-0.8,932,0.8,NA,NA
1528,AtlasIntel,Online Ad,2.7,-0.8,932,0.7,NA,NA
1528,AtlasIntel,Online Ad,2.7,-0.8,932,0.2,NA,NA
1528,AtlasIntel,Online Ad,2.7,-0.8,932,49,0,0
1528,AtlasIntel,Online Ad,2.7,-0.8,932,48.4,1,1
1697,Bullfinch,Online Panel,NA,NA,600,53,0,0
1697,Bullfinch,Online Panel,NA,NA,600,45,1,1
1697,Bullfinch,Online Panel,NA,NA,600,51,0,0
1697,Bullfinch,Online Panel,NA,NA,600,43,1,1
1697,Bullfinch,Online Panel,NA,NA,600,49,0,0
1697,Bullfinch,Online Panel,NA,NA,600,49,1,1
1697,Bullfinch,Online Panel,NA,NA,600,49,0,0
1697,Bullfinch,Online Panel,NA,NA,600,48,1,1
1741,ActiVote,App Panel,NA,NA,1000,48.9,0,0
1741,ActiVote,App Panel,NA,NA,1000,51.1,1,1
1741,ActiVote,App Panel,NA,NA,400,49.3,0,0
1741,ActiVote,App Panel,NA,NA,400,50.7,1,1
1741,ActiVote,App Panel,NA,NA,400,41.6,0,0
1741,ActiVote,App Panel,NA,NA,400,58.4,1,1
1102,Emerson,IVR/Online Panel/Text-to-Web,2.9,-1.1,1000,49.5,0,0
1102,Emerson,IVR/Online Panel/Text-to-Web,2.9,-1.1,1000,49.2,1,1
1554,RMG Research,Online Panel,2.3,-0.4,2950,50,0,0
1554,RMG Research,Online Panel,2.3,-0.4,2950,49,1,1
568,YouGov,Online Panel,3,-1.1,1435,48,0,0
568,YouGov,Online Panel,3,-1.1,1435,51,1,1
1554,RMG Research,Online Panel,2.3,-0.4,787,49,0,0
1554,RMG Research,Online Panel,2.3,-0.4,787,50,1,1
1554,RMG Research,Online Panel,2.3,-0.4,789,49,0,0
1554,RMG Research,Online Panel,2.3,-0.4,789,49,1,1
1741,ActiVote,App Panel,NA,NA,400,44.2,0,0
1741,ActiVote,App Panel,NA,NA,400,55.8,1,1
1741,ActiVote,App Panel,NA,NA,400,37.6,0,0
1741,ActiVote,App Panel,NA,NA,400,62.4,1,1
1741,ActiVote,App Panel,NA,NA,400,66.6,0,0
1741,ActiVote,App Panel,NA,NA,400,33.4,1,1
235,InsiderAdvantage,NA,2,-0.3,800,47,0,0
235,InsiderAdvantage,NA,2,-0.3,800,49,1,1
568,YouGov,Online Panel,3,-1.1,1457,48,0,0
568,YouGov,Online Panel,3,-1.1,1457,45,1,1
568,YouGov,Online Panel,3,-1.1,1457,1,NA,NA
568,YouGov,Online Panel,3,-1.1,1457,1,NA,NA
568,YouGov,Online Panel,3,-1.1,1314,49,0,0
568,YouGov,Online Panel,3,-1.1,1314,45,1,1
568,YouGov,Online Panel,3,-1.1,1314,1,NA,NA
568,YouGov,Online Panel,3,-1.1,1314,0,NA,NA
1460,Washington Post/George Mason University,Live Phone/Text-to-Web/Email/Mail-to-Web,2.7,-0.8,580,44,0,0
1460,Washington Post/George Mason University,Live Phone/Text-to-Web/Email/Mail-to-Web,2.7,-0.8,580,50,1,1
1460,Washington Post/George Mason University,Live Phone/Text-to-Web/Email/Mail-to-Web,2.7,-0.8,580,46,0,0
1460,Washington Post/George Mason University,Live Phone/Text-to-Web/Email/Mail-to-Web,2.7,-0.8,580,49,1,1
1460,Washington Post/George Mason University,Live Phone/Text-to-Web/Email/Mail-to-Web,2.7,-0.8,730,50,0,0
1460,Washington Post/George Mason University,Live Phone/Text-to-Web/Email/Mail-to-Web,2.7,-0.8,730,44,1,1
1460,Washington Post/George Mason University,Live Phone/Text-to-Web/Email/Mail-to-Web,2.7,-0.8,730,51,0,0
1460,Washington Post/George Mason University,Live Phone/Text-to-Web/Email/Mail-to-Web,2.7,-0.8,730,47,1,1
1460,Washington Post/George Mason University,Live Phone/Text-to-Web/Email/Mail-to-Web,2.7,-0.8,687,46,0,0
1460,Washington Post/George Mason University,Live Phone/Text-to-Web/Email/Mail-to-Web,2.7,-0.8,687,47,1,1
1460,Washington Post/George Mason University,Live Phone/Text-to-Web/Email/Mail-to-Web,2.7,-0.8,687,49,0,0
1460,Washington Post/George Mason University,Live Phone/Text-to-Web/Email/Mail-to-Web,2.7,-0.8,687,47,1,1
1460,Washington Post/George Mason University,Live Phone/Text-to-Web/Email/Mail-to-Web,2.7,-0.8,652,47,0,0
1460,Washington Post/George Mason University,Live Phone/Text-to-Web/Email/Mail-to-Web,2.7,-0.8,652,44,1,1
1460,Washington Post/George Mason University,Live Phone/Text-to-Web/Email/Mail-to-Web,2.7,-0.8,652,48,0,0
1460,Washington Post/George Mason University,Live Phone/Text-to-Web/Email/Mail-to-Web,2.7,-0.8,652,48,1,1
1460,Washington Post/George Mason University,Live Phone/Text-to-Web/Email/Mail-to-Web,2.7,-0.8,965,45,0,0
1460,Washington Post/George Mason University,Live Phone/Text-to-Web/Email/Mail-to-Web,2.7,-0.8,965,49,1,1
1460,Washington Post/George Mason University,Live Phone/Text-to-Web/Email/Mail-to-Web,2.7,-0.8,965,47,0,0
1460,Washington Post/George Mason University,Live Phone/Text-to-Web/Email/Mail-to-Web,2.7,-0.8,965,50,1,1
1460,Washington Post/George Mason University,Live Phone/Text-to-Web/Email/Mail-to-Web,2.7,-0.8,707,49,0,0
1460,Washington Post/George Mason University,Live Phone/Text-to-Web/Email/Mail-to-Web,2.7,-0.8,707,46,1,1
1460,Washington Post/George Mason University,Live Phone/Text-to-Web/Email/Mail-to-Web,2.7,-0.8,707,49,0,0
1460,Washington Post/George Mason University,Live Phone/Text-to-Web/Email/Mail-to-Web,2.7,-0.8,707,47,1,1
1460,Washington Post/George Mason University,Live Phone/Text-to-Web/Email/Mail-to-Web,2.7,-0.8,695,50,0,0
1460,Washington Post/George Mason University,Live Phone/Text-to-Web/Email/Mail-to-Web,2.7,-0.8,695,46,1,1
1460,Washington Post/George Mason University,Live Phone/Text-to-Web/Email/Mail-to-Web,2.7,-0.8,695,50,0,0
1460,Washington Post/George Mason University,Live Phone/Text-to-Web/Email/Mail-to-Web,2.7,-0.8,695,47,1,1
317,Mitchell,NA,2.4,-0.2,589,47,0,0
317,Mitchell,NA,2.4,-0.2,589,47,1,1
317,Mitchell,NA,2.4,-0.2,589,1,NA,NA
317,Mitchell,NA,2.4,-0.2,589,1,NA,NA
317,Mitchell,NA,2.4,-0.2,589,0,NA,NA
317,Mitchell,NA,2.4,-0.2,589,0,NA,NA
317,Mitchell,NA,2.4,-0.2,589,47.4,0,0
317,Mitchell,NA,2.4,-0.2,589,48.5,1,1
1754,Patriot Polling,IVR,1.1,0.6,803,49,0,0
1754,Patriot Polling,IVR,1.1,0.6,803,50,1,1
1102,Emerson,IVR/Online Panel,2.9,-1.1,1000,61,0,0
1102,Emerson,IVR/Online Panel,2.9,-1.1,1000,36.6,1,1
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,620,46,0,0
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,620,48,1,1
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,620,1,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,620,0,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,1141,46,0,0
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,1141,48,1,1
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,1141,1,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,1141,1,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,1009,44,0,0
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,1009,50,1,1
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,1009,0,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,1009,1,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,637,47,0,0
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,637,47,1,1
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,637,1,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,637,2,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,682,47,0,0
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,682,47,1,1
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,682,1,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,682,0,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,544,51,0,0
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,544,43,1,1
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,544,0,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,544,1,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,838,47,0,0
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,838,47,1,1
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,838,1,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,838,0,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,382,49,0,0
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,382,45,1,1
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,382,1,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,382,2,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,1649,48,0,0
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,1649,48,1,1
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,1649,1,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,1649,0,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,641,48,0,0
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,641,47,1,1
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,641,1,NA,NA
1562,Redfield & Wilton Strategies,Online Panel,1.8,0.4,641,1,NA,NA
1347,Cygnal,Live Phone/Text-to-Web,2.1,-1.1,600,46.6,0,0
1347,Cygnal,Live Phone/Text-to-Web,2.1,-1.1,600,47.2,1,1
1347,Cygnal,Live Phone/Text-to-Web,2.1,-1.1,600,0.9,NA,NA
1347,Cygnal,Live Phone/Text-to-Web,2.1,-1.1,600,0.1,NA,NA
1347,Cygnal,Live Phone/Text-to-Web,2.1,-1.1,600,0.4,NA,NA
1347,Cygnal,Live Phone/Text-to-Web,2.1,-1.1,600,0.6,NA,NA
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,1110,48,0,0
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,1110,50,1,1
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,870,48,0,0
1597,Beacon/Shaw,Live Phone/Text-to-Web,2.8,-1.1,870,50,1,1
396,Quinnipiac,Live Phone,2.8,-0.5,1328,45,0,0
396,Quinnipiac,Live Phone,2.8,-0.5,1328,52,1,1
396,Quinnipiac,Live Phone,2.8,-0.5,1328,1,NA,NA
396,Quinnipiac,Live Phone,2.8,-0.5,1328,1,NA,NA
396,Quinnipiac,Live Phone,2.8,-0.5,1328,46,0,0
396,Quinnipiac,Live Phone,2.8,-0.5,1328,52,1,1
396,Quinnipiac,Live Phone,2.8,-0.5,1031,49,0,0
396,Quinnipiac,Live Phone,2.8,-0.5,1031,47,1,1
396,Quinnipiac,Live Phone,2.8,-0.5,1031,0,NA,NA
396,Quinnipiac,Live Phone,2.8,-0.5,1031,1,NA,NA
396,Quinnipiac,Live Phone,2.8,-0.5,1031,0,NA,NA
396,Quinnipiac,Live Phone,2.8,-0.5,1031,0,NA,NA
396,Quinnipiac,Live Phone,2.8,-0.5,1031,50,0,0
396,Quinnipiac,Live Phone,2.8,-0.5,1031,47,1,1
460,SurveyUSA,Online Panel,2.8,-1.3,703,57,0,0
460,SurveyUSA,Online Panel,2.8,-1.3,703,35,1,1
1516,East Carolina University,IVR/Text-to-Web,2.6,-0.5,701,45.8,0,0
1516,East Carolina University,IVR/Text-to-Web,2.6,-0.5,701,48.9,1,1
1516,East Carolina University,IVR/Text-to-Web,2.6,-0.5,701,0.4,NA,NA
1516,East Carolina University,IVR/Text-to-Web,2.6,-0.5,701,1.4,NA,NA
149,Fairleigh Dickinson,Live Phone/Text-to-Web,2.6,-0.6,806,50,0,0
149,Fairleigh Dickinson,Live Phone/Text-to-Web,2.6,-0.6,806,47,1,1
1741,ActiVote,App Panel,NA,NA,400,62.9,0,0
1741,ActiVote,App Panel,NA,NA,400,37.1,1,1
1797,HarrisX/Harris Poll,Online Panel,1.5,-0.1,2596,49,0,0
1797,HarrisX/Harris Poll,Online Panel,1.5,-0.1,2596,48,1,1
1797,HarrisX/Harris Poll,Online Panel,1.5,-0.1,2596,1,NA,NA
1797,HarrisX/Harris Poll,Online Panel,1.5,-0.1,2596,1,NA,NA
1797,HarrisX/Harris Poll,Online Panel,1.5,-0.1,2596,51,0,0
1797,HarrisX/Harris Poll,Online Panel,1.5,-0.1,2596,49,1,1
1797,HarrisX/Harris Poll,Online Panel,1.5,-0.1,3145,51,0,0
1797,HarrisX/Harris Poll,Online Panel,1.5,-0.1,3145,49,1,1
1797,HarrisX/Harris Poll,Online Panel,1.5,-0.1,3145,49,0,0
1797,HarrisX/Harris Poll,Online Panel,1.5,-0.1,3145,48,1,1
1797,HarrisX/Harris Poll,Online Panel,1.5,-0.1,3145,2,NA,NA
1797,HarrisX/Harris Poll,Online Panel,1.5,-0.1,3145,1,NA,NA
1890,SoCal Strategies,Online Panel,NA,NA,692,49,0,0
1890,SoCal Strategies,Online Panel,NA,NA,692,48,1,1
241,Ipsos,Probability Panel,2.8,-0.9,807,45,0,0
241,Ipsos,Probability Panel,2.8,-0.9,807,42,1,1
241,Ipsos,Probability Panel,2.8,-0.9,769,47,0,0
241,Ipsos,Probability Panel,2.8,-0.9,769,44,1,1
241,Ipsos,Probability Panel,2.8,-0.9,938,41,0,0
241,Ipsos,Probability Panel,2.8,-0.9,938,37,1,1
1250,Trafalgar Group,IVR/Live Phone/Text/Online Panel/Email,0.7,0.6,1090,46,0,0
1250,Trafalgar Group,IVR/Live Phone/Text/Online Panel/Email,0.7,0.6,1090,47.5,1,1
1250,Trafalgar Group,IVR/Live Phone/Text/Online Panel/Email,0.7,0.6,1085,44.6,0,0
1250,Trafalgar Group,IVR/Live Phone/Text/Online Panel/Email,0.7,0.6,1085,46.5,1,1
1250,Trafalgar Group,IVR/Live Phone/Text/Online Panel/Email,0.7,0.6,1088,45.6,0,0
1250,Trafalgar Group,IVR/Live Phone/Text/Online Panel/Email,0.7,0.6,1088,44.8,1,1
1741,ActiVote,App Panel,NA,NA,400,60,0,0
1741,ActiVote,App Panel,NA,NA,400,40,1,1
140,Elway,Live Phone/Text-to-Web,1.9,-0.2,401,57,0,0
140,Elway,Live Phone/Text-to-Web,1.9,-0.2,401,32,1,1
1416,HarrisX,Online Panel,1.5,-0.1,2010,51,0,0
1416,HarrisX,Online Panel,1.5,-0.1,2010,49,1,1
1416,HarrisX,Online Panel,1.5,-0.1,1692,51,0,0
1416,HarrisX,Online Panel,1.5,-0.1,1692,49,1,1
1416,HarrisX,Online Panel,1.5,-0.1,1622,51,0,0
1416,HarrisX,Online Panel,1.5,-0.1,1622,49,1,1
1416,HarrisX,Online Panel,1.5,-0.1,2010,49,0,0
1416,HarrisX,Online Panel,1.5,-0.1,2010,46,1,1
1416,HarrisX,Online Panel,1.5,-0.1,2010,2,NA,NA
1416,HarrisX,Online Panel,1.5,-0.1,2010,2,NA,NA
1416,HarrisX,Online Panel,1.5,-0.1,1692,49,0,0
1416,HarrisX,Online Panel,1.5,-0.1,1692,48,1,1
1416,HarrisX,Online Panel,1.5,-0.1,1692,1,NA,NA
1416,HarrisX,Online Panel,1.5,-0.1,1692,1,NA,NA
1416,HarrisX,Online Panel,1.5,-0.1,1622,49,0,0
1416,HarrisX,Online Panel,1.5,-0.1,1622,49,1,1
1416,HarrisX,Online Panel,1.5,-0.1,1622,1,NA,NA
1416,HarrisX,Online Panel,1.5,-0.1,1622,1,NA,NA
568,YouGov,Online Panel,3,-1.1,2712,51,0,0
568,YouGov,Online Panel,3,-1.1,2712,48,1,1
326,MRG (Marketing Resource Group),Live Phone,1.8,0.1,600,44.9,0,0
326,MRG (Marketing Resource Group),Live Phone,1.8,0.1,600,44,1,1
326,MRG (Marketing Resource Group),Live Phone,1.8,0.1,600,2.6,NA,NA
326,MRG (Marketing Resource Group),Live Phone,1.8,0.1,600,2.1,NA,NA
326,MRG (Marketing Resource Group),Live Phone,1.8,0.1,600,0.5,NA,NA
326,MRG (Marketing Resource Group),Live Phone,1.8,0.1,600,0,NA,NA
326,MRG (Marketing Resource Group),Live Phone,1.8,0.1,600,0,NA,NA
326,MRG (Marketing Resource Group),Live Phone,1.8,0.1,600,1.2,NA,NA
1205,Marist,Online Panel/Text-to-Web,2.9,-0.9,1401,52,0,0
1205,Marist,Online Panel/Text-to-Web,2.9,-0.9,1401,47,1,1
1205,Marist,Online Panel/Text-to-Web,2.9,-0.9,1708,51,0,0
1205,Marist,Online Panel/Text-to-Web,2.9,-0.9,1708,48,1,1
1554,RMG Research,Online Panel,2.3,-0.4,2945,50,0,0
1554,RMG Research,Online Panel,2.3,-0.4,2945,47,1,1
1424,Siena/NYT,Live Phone,3,-1.5,857,50,0,0
1424,Siena/NYT,Live Phone,3,-1.5,857,47,1,1
1424,Siena/NYT,Live Phone,3,-1.5,857,49,0,0
1424,Siena/NYT,Live Phone,3,-1.5,857,45,1,1
1424,Siena/NYT,Live Phone,3,-1.5,857,2,NA,NA
1424,Siena/NYT,Live Phone,3,-1.5,857,1,NA,NA
1424,Siena/NYT,Live Phone,3,-1.5,857,50,0,0
1424,Siena/NYT,Live Phone,3,-1.5,857,47,1,1
1424,Siena/NYT,Live Phone,3,-1.5,857,49,0,0
1424,Siena/NYT,Live Phone,3,-1.5,857,45,1,1
1424,Siena/NYT,Live Phone,3,-1.5,857,1,NA,NA
1424,Siena/NYT,Live Phone,3,-1.5,857,0,NA,NA
1424,Siena/NYT,Live Phone,3,-1.5,808,46,0,0
1424,Siena/NYT,Live Phone,3,-1.5,808,51,1,1
1424,Siena/NYT,Live Phone,3,-1.5,808,45,0,0
1424,Siena/NYT,Live Phone,3,-1.5,808,50,1,1
1424,Siena/NYT,Live Phone,3,-1.5,808,1,NA,NA
1424,Siena/NYT,Live Phone,3,-1.5,808,0,NA,NA
1424,Siena/NYT,Live Phone,3,-1.5,808,45,0,0
1424,Siena/NYT,Live Phone,3,-1.5,808,51,1,1
1424,Siena/NYT,Live Phone,3,-1.5,808,44,0,0
1424,Siena/NYT,Live Phone,3,-1.5,808,49,1,1
1424,Siena/NYT,Live Phone,3,-1.5,808,2,NA,NA
1424,Siena/NYT,Live Phone,3,-1.5,808,1,NA,NA
1554,RMG Research,Online Panel,2.3,-0.4,731,47,0,0
1554,RMG Research,Online Panel,2.3,-0.4,731,50,1,1
1888,UMass Amherst/YouGov,Online Panel,2.4,-0.4,700,56,0,0
1888,UMass Amherst/YouGov,Online Panel,2.4,-0.4,700,30,1,1
1888,UMass Amherst/YouGov,Online Panel,2.4,-0.4,700,2,NA,NA
1888,UMass Amherst/YouGov,Online Panel,2.4,-0.4,700,1,NA,NA
1888,UMass Amherst/YouGov,Online Panel,2.4,-0.4,700,1,NA,NA
1888,UMass Amherst/YouGov,Online Panel,2.4,-0.4,700,1,NA,NA
1810,American Pulse,IVR/Live Phone/Text-to-Web,NA,NA,1193,47.6,0,0
1810,American Pulse,IVR/Live Phone/Text-to-Web,NA,NA,1193,49,1,1
1810,American Pulse,IVR/Live Phone/Text-to-Web,NA,NA,1193,1.7,NA,NA
1810,American Pulse,IVR/Live Phone/Text-to-Web,NA,NA,1193,0.2,NA,NA
1810,American Pulse,IVR/Live Phone/Text-to-Web,NA,NA,1193,49.5,0,0
1810,American Pulse,IVR/Live Phone/Text-to-Web,NA,NA,1193,50.5,1,1
1847,University of Massachusetts Lowell/YouGov,Online Panel,2.9,-1,600,50,0,0
1847,University of Massachusetts Lowell/YouGov,Online Panel,2.9,-1,600,41,1,1
1847,University of Massachusetts Lowell/YouGov,Online Panel,2.9,-1,600,1,NA,NA
1847,University of Massachusetts Lowell/YouGov,Online Panel,2.9,-1,600,1,NA,NA
568,YouGov,Online Panel,3,-1.1,1091,46,0,0
568,YouGov,Online Panel,3,-1.1,1091,51,1,1
568,YouGov,Online Panel,3,-1.1,1091,2,NA,NA
568,YouGov,Online Panel,3,-1.1,1091,1,NA,NA
1075,Marquette Law School,Probability Panel,3,-1.1,780,50,0,0
1075,Marquette Law School,Probability Panel,3,-1.1,780,50,1,1
1075,Marquette Law School,Probability Panel,3,-1.1,780,43,0,0
1075,Marquette Law School,Probability Panel,3,-1.1,780,39,1,1
1075,Marquette Law School,Probability Panel,3,-1.1,780,10,NA,NA
1075,Marquette Law School,Probability Panel,3,-1.1,780,3,NA,NA
1075,Marquette Law School,Probability Panel,3,-1.1,780,1,NA,NA
1075,Marquette Law School,Probability Panel,3,-1.1,780,3,NA,NA
1075,Marquette Law School,Probability Panel,3,-1.1,652,50,0,0
1075,Marquette Law School,Probability Panel,3,-1.1,652,50,1,1
1075,Marquette Law School,Probability Panel,3,-1.1,652,44,0,0
1075,Marquette Law School,Probability Panel,3,-1.1,652,41,1,1
1075,Marquette Law School,Probability Panel,3,-1.1,652,9,NA,NA
1075,Marquette Law School,Probability Panel,3,-1.1,652,2,NA,NA
1075,Marquette Law School,Probability Panel,3,-1.1,652,1,NA,NA
1075,Marquette Law School,Probability Panel,3,-1.1,652,2,NA,NA
500,U. Houston,Online Panel,2.2,-0.3,1329,46,0,0
500,U. Houston,Online Panel,2.2,-0.3,1329,51,1,1
